game_pk,date,away_team,home_team,venue,day_night,away_runs,home_runs,total_runs,total_hr,weather_raw,wind_raw,season
634615,2021-04-01,Los Angeles Dodgers,Colorado Rockies,Coors Field,day,5,8,13,0,"70 degrees, Sunny.","5 mph, Out To CF.",2021
634636,2021-04-01,St. Louis Cardinals,Cincinnati Reds,Great American Ball Park,day,11,6,17,4,"37 degrees, Cloudy.","16 mph, Out To RF.",2021
634622,2021-04-01,Atlanta Braves,Philadelphia Phillies,Citizens Bank Park,day,2,3,5,1,"49 degrees, Partly Cloudy.","19 mph, L To R.",2021
634627,2021-04-01,Baltimore Orioles,Boston Red Sox,Fenway Park,day,3,0,3,0,"37 degrees, Cloudy.","10 mph, Out To RF.",2021
634627,2021-04-02,Baltimore Orioles,Boston Red Sox,Fenway Park,day,3,0,3,0,"37 degrees, Cloudy.","10 mph, Out To RF.",2021
634605,2021-04-03,Houston Astros,Oakland Athletics,Oakland Coliseum,night,9,5,14,3,"55 degrees, Partly Cloudy.","17 mph, Out To RF.",2021
634652,2021-04-01,Tampa Bay Rays,Miami Marlins,loanDepot park,day,1,0,1,1,"72 degrees, Roof Closed.","0 mph, None.",2021
634576,2021-04-03,Arizona Diamondbacks,San Diego Padres,Petco Park,night,2,4,6,2,"63 degrees, Clear.","5 mph, L To R.",2021
634578,2021-04-03,San Francisco Giants,Seattle Mariners,T-Mobile Park,night,6,3,9,2,"53 degrees, Partly Cloudy.","2 mph, L To R.",2021
634640,2021-04-02,Houston Astros,Oakland Athletics,Oakland Coliseum,night,8,1,9,2,"68 degrees, Clear.","9 mph, Out To RF.",2021
634631,2021-04-03,Chicago White Sox,Los Angeles Angels,Angel Stadium,night,12,8,20,4,"66 degrees, Clear.","10 mph, Out To LF.",2021
634642,2021-04-01,Toronto Blue Jays,New York Yankees,Yankee Stadium,day,3,2,5,2,"43 degrees, Cloudy.","16 mph, In From RF.",2021
634645,2021-04-01,Cleveland Indians,Detroit Tigers,Comerica Park,day,2,3,5,2,"32 degrees, Snow.","15 mph, Out To CF.",2021
634629,2021-04-03,Houston Astros,Oakland Athletics,Oakland Coliseum,day,9,1,10,1,"60 degrees, Partly Cloudy.","12 mph, Out To RF.",2021
634644,2021-04-03,Toronto Blue Jays,New York Yankees,Yankee Stadium,day,3,5,8,2,"44 degrees, Sunny.","11 mph, Out To RF.",2021
634634,2021-04-01,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,day,5,3,8,1,"36 degrees, Sunny.","7 mph, L To R.",2021
634618,2021-04-01,Arizona Diamondbacks,San Diego Padres,Petco Park,day,7,8,15,6,"85 degrees, Partly Cloudy.","10 mph, L To R.",2021
634647,2021-04-01,New York Mets,Washington Nationals,Nationals Park,night,5,1,6,2,"80 degrees, Cloudy.","3 mph, Out To CF.",2021
634602,2021-04-02,Tampa Bay Rays,Miami Marlins,loanDepot park,night,6,4,10,3,"74 degrees, Roof Closed.","0 mph, None.",2021
634630,2021-04-01,Texas Rangers,Kansas City Royals,Kauffman Stadium,day,10,14,24,3,"50 degrees, Sunny.","4 mph, In From RF.",2021
634638,2021-04-01,Minnesota Twins,Milwaukee Brewers,American Family Field,day,5,6,11,1,"63 degrees, Roof Closed.","0 mph, None.",2021
634573,2021-04-03,Cleveland Indians,Detroit Tigers,Comerica Park,day,2,5,7,1,"49 degrees, Partly Cloudy.","20 mph, L To R.",2021
634625,2021-04-02,San Francisco Giants,Seattle Mariners,T-Mobile Park,night,7,8,15,4,"54 degrees, Cloudy.","3 mph, In From RF.",2021
634655,2021-04-02,Chicago White Sox,Los Angeles Angels,Angel Stadium,night,3,4,7,2,"81 degrees, Partly Cloudy.","6 mph, Out To CF.",2021
634577,2021-04-03,Baltimore Orioles,Boston Red Sox,Fenway Park,day,4,2,6,0,"46 degrees, Sunny.","15 mph, L To R.",2021
634653,2021-04-03,Los Angeles Dodgers,Colorado Rockies,Coors Field,night,11,6,17,4,"73 degrees, Clear.","6 mph, Out To LF.",2021
634643,2021-04-03,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,day,1,5,6,2,"62 degrees, Sunny.","8 mph, Out To CF.",2021
634580,2021-04-03,Atlanta Braves,Philadelphia Phillies,Citizens Bank Park,day,0,4,4,0,"53 degrees, Sunny.","8 mph, L To R.",2021
634654,2021-04-03,St. Louis Cardinals,Cincinnati Reds,Great American Ball Park,day,6,9,15,5,"66 degrees, Sunny.","13 mph, R To L.",2021
634596,2021-04-03,Tampa Bay Rays,Miami Marlins,loanDepot park,night,7,12,19,3,"70 degrees, Roof Closed.","0 mph, None.",2021
634604,2021-04-03,Texas Rangers,Kansas City Royals,Kauffman Stadium,day,4,11,15,3,"68 degrees, Sunny.","15 mph, L To R.",2021
634646,2021-04-04,Chicago White Sox,Los Angeles Angels,Angel Stadium,night,3,5,8,2,"71 degrees, Clear.","10 mph, Out To CF.",2021
634617,2021-04-04,Atlanta Braves,Philadelphia Phillies,Citizens Bank Park,day,1,2,3,2,"63 degrees, Sunny.","5 mph, In From CF.",2021
634633,2021-04-04,Los Angeles Dodgers,Colorado Rockies,Coors Field,night,6,5,11,3,"77 degrees, Clear.","8 mph, R To L.",2021
634620,2021-04-03,New York Mets,Washington Nationals,Nationals Park,day,4,8,12,7,"90 degrees, Partly Cloudy.","9 mph, Out To CF.",2021
634575,2021-04-03,Minnesota Twins,Milwaukee Brewers,American Family Field,night,2,0,2,1,"65 degrees, Roof Closed.","0 mph, None.",2021
634623,2021-04-04,Arizona Diamondbacks,San Diego Padres,Petco Park,night,0,7,7,1,"64 degrees, Clear.","15 mph, Out To RF.",2021
634572,2021-04-04,Arizona Diamondbacks,San Diego Padres,Petco Park,day,3,1,4,1,"71 degrees, Sunny.","6 mph, L To R.",2021
634651,2021-04-04,Houston Astros,Oakland Athletics,Oakland Coliseum,day,9,2,11,3,"61 degrees, Partly Cloudy.","10 mph, Out To RF.",2021
634607,2021-04-04,Toronto Blue Jays,New York Yankees,Yankee Stadium,day,3,1,4,2,"53 degrees, Sunny.","6 mph, In From RF.",2021
634611,2021-04-04,Cleveland Indians,Detroit Tigers,Comerica Park,day,9,3,12,5,"61 degrees, Sunny.","3 mph, L To R.",2021
634610,2021-04-04,Baltimore Orioles,Boston Red Sox,Fenway Park,day,11,3,14,1,"56 degrees, Sunny.","10 mph, L To R.",2021
634560,2021-04-04,St. Louis Cardinals,Cincinnati Reds,Great American Ball Park,day,1,12,13,2,"66 degrees, Sunny.","3 mph, Calm.",2021
634639,2021-04-04,San Francisco Giants,Seattle Mariners,T-Mobile Park,night,0,4,4,2,"60 degrees, Cloudy.","2 mph, Calm.",2021
634613,2021-04-04,Pittsburgh Pirates,Chicago Cubs,Wrigley Field,day,3,4,7,2,"68 degrees, Sunny.","3 mph, R To L.",2021
634597,2021-04-04,Minnesota Twins,Milwaukee Brewers,American Family Field,day,8,2,10,3,"67 degrees, Sunny.","12 mph, In From CF.",2021
634557,2021-04-04,Los Angeles Dodgers,Colorado Rockies,Coors Field,day,4,2,6,1,"77 degrees, Cloudy.","10 mph, L To R.",2021
634587,2021-04-05,Baltimore Orioles,New York Yankees,Yankee Stadium,night,0,7,7,2,"65 degrees, Clear.","17 mph, Out To RF.",2021
634612,2021-04-05,Toronto Blue Jays,Texas Rangers,Globe Life Field,day,6,2,8,2,"73 degrees, Partly Cloudy.","15 mph, Varies.",2021
634556,2021-04-04,New York Mets,Washington Nationals,Nationals Park,day,11,9,20,4,"77 degrees, Cloudy.","2 mph, Out To LF.",2021
634637,2021-04-05,Chicago White Sox,Los Angeles Angels,Angel Stadium,night,4,7,11,3,"72 degrees, Partly Cloudy.","13 mph, Out To LF.",2021
634593,2021-04-04,Texas Rangers,Kansas City Royals,Kauffman Stadium,day,7,3,10,3,"76 degrees, Sunny.","15 mph, R To L.",2021
634616,2021-04-05,Kansas City Royals,Cleveland Indians,Progressive Field,day,3,0,3,1,"44 degrees, Cloudy.","14 mph, In From RF.",2021
634588,2021-04-05,Minnesota Twins,Detroit Tigers,Comerica Park,day,15,6,21,5,"49 degrees, Cloudy.","8 mph, In From CF.",2021
634558,2021-04-05,Pittsburgh Pirates,Cincinnati Reds,Great American Ball Park,night,3,5,8,5,"80 degrees, Clear.","11 mph, R To L.",2021
634601,2021-04-05,Tampa Bay Rays,Boston Red Sox,Fenway Park,night,2,11,13,1,"56 degrees, Cloudy.","15 mph, L To R.",2021
634600,2021-04-06,Los Angeles Dodgers,Oakland Athletics,Oakland Coliseum,night,10,3,13,3,"55 degrees, Cloudy.","15 mph, Out To RF.",2021
634562,2021-04-05,St. Louis Cardinals,Miami Marlins,loanDepot park,night,4,1,5,1,"72 degrees, Clear.","13 mph, L To R.",2021
634566,2021-04-05,Milwaukee Brewers,Chicago Cubs,Wrigley Field,night,3,5,8,4,"71 degrees, Partly Cloudy.","4 mph, R To L.",2021
634606,2021-04-05,New York Mets,Philadelphia Phillies,Citizens Bank Park,night,3,5,8,0,"67 degrees, Partly Cloudy.","17 mph, In From LF.",2021
634551,2021-04-06,Chicago White Sox,Seattle Mariners,T-Mobile Park,night,6,0,6,1,"51 degrees, Clear.","3 mph, Out To CF.",2021
634552,2021-04-06,Houston Astros,Los Angeles Angels,Angel Stadium,night,6,7,13,2,"65 degrees, Partly Cloudy.","10 mph, R To L.",2021
634624,2021-04-06,Atlanta Braves,Washington Nationals,Nationals Park,day,5,6,11,5,"74 degrees, Partly Cloudy.","5 mph, L To R.",2021
634595,2021-04-05,Atlanta Braves,Washington Nationals,Nationals Park,day,2,0,2,1,"81 degrees, Clear.","5 mph, In From LF.",2021
634591,2021-04-06,San Francisco Giants,San Diego Padres,Petco Park,night,3,2,5,3,"61 degrees, Partly Cloudy.","8 mph, Out To RF.",2021
634530,2021-04-06,Pittsburgh Pirates,Cincinnati Reds,Great American Ball Park,night,1,14,15,3,"78 degrees, Partly Cloudy.","10 mph, Varies.",2021
634599,2021-04-06,Baltimore Orioles,New York Yankees,Yankee Stadium,night,2,7,9,3,"68 degrees, Clear.","11 mph, In From LF.",2021
634595,2021-04-07,Atlanta Braves,Washington Nationals,Nationals Park,day,2,0,2,1,"81 degrees, Clear.","5 mph, In From LF.",2021
634628,2021-04-07,Los Angeles Dodgers,Oakland Athletics,Oakland Coliseum,night,5,1,6,3,"61 degrees, Clear.","18 mph, Varies.",2021
634586,2021-04-06,Houston Astros,Los Angeles Angels,Angel Stadium,day,4,2,6,4,"70 degrees, Partly Cloudy.","8 mph, Out To LF.",2021
634603,2021-04-06,Minnesota Twins,Detroit Tigers,Comerica Park,day,3,4,7,2,"68 degrees, Sunny.","5 mph, In From CF.",2021
634594,2021-04-06,St. Louis Cardinals,Miami Marlins,loanDepot park,night,4,2,6,1,"72 degrees, Partly Cloudy.","12 mph, In From LF.",2021
634635,2021-04-07,Toronto Blue Jays,Texas Rangers,Globe Life Field,night,4,7,11,6,"72 degrees, Roof Closed.","0 mph, None.",2021
634609,2021-04-07,Chicago White Sox,Seattle Mariners,T-Mobile Park,night,10,4,14,3,"54 degrees, Partly Cloudy.","3 mph, In From LF.",2021
634570,2021-04-07,Pittsburgh Pirates,Cincinnati Reds,Great American Ball Park,day,4,11,15,5,"77 degrees, Partly Cloudy.","8 mph, R To L.",2021
634589,2021-04-07,Kansas City Royals,Cleveland Indians,Progressive Field,day,2,4,6,3,"73 degrees, Sunny.","7 mph, L To R.",2021
634608,2021-04-06,New York Mets,Philadelphia Phillies,Citizens Bank Park,night,8,4,12,3,"72 degrees, Clear.","12 mph, In From LF.",2021
634527,2021-04-07,Atlanta Braves,Washington Nationals,Nationals Park,day,7,6,13,1,"75 degrees, Sunny.","2 mph, R To L.",2021
634619,2021-04-07,Arizona Diamondbacks,Colorado Rockies,Coors Field,night,10,8,18,7,"40 degrees, Cloudy.","11 mph, R To L.",2021
634559,2021-04-06,Milwaukee Brewers,Chicago Cubs,Wrigley Field,night,4,0,4,2,"79 degrees, Partly Cloudy.","11 mph, Out To CF.",2021
634598,2021-04-07,Minnesota Twins,Detroit Tigers,Comerica Park,day,3,2,5,1,"74 degrees, Sunny.","5 mph, R To L.",2021
634567,2021-04-07,Los Angeles Dodgers,Oakland Athletics,Oakland Coliseum,day,3,4,7,1,"58 degrees, Partly Cloudy.","14 mph, Out To RF.",2021
634583,2021-04-07,Toronto Blue Jays,Texas Rangers,Globe Life Field,day,1,2,3,2,"72 degrees, Sunny.","12 mph, Varies.",2021
634529,2021-04-07,San Francisco Giants,San Diego Padres,Petco Park,night,1,3,4,2,"63 degrees, Clear.","7 mph, Out To RF.",2021
634641,2021-04-07,Tampa Bay Rays,Boston Red Sox,Fenway Park,day,2,9,11,1,"55 degrees, Cloudy.","9 mph, In From LF.",2021
634549,2021-04-07,Milwaukee Brewers,Chicago Cubs,Wrigley Field,day,4,2,6,3,"74 degrees, Cloudy.","5 mph, Out To LF.",2021
634590,2021-04-06,Tampa Bay Rays,Boston Red Sox,Fenway Park,night,5,6,11,1,"51 degrees, Cloudy.","9 mph, In From RF.",2021
634592,2021-04-07,Chicago White Sox,Seattle Mariners,T-Mobile Park,day,4,8,12,0,"47 degrees, Roof Closed.","2 mph, Calm.",2021
634626,2021-04-07,New York Mets,Philadelphia Phillies,Citizens Bank Park,day,2,8,10,3,"66 degrees, Sunny.","5 mph, Out To CF.",2021
634563,2021-04-07,San Francisco Giants,San Diego Padres,Petco Park,day,3,2,5,2,"70 degrees, Sunny.","7 mph, L To R.",2021
634539,2021-04-07,Baltimore Orioles,New York Yankees,Yankee Stadium,night,4,3,7,2,"67 degrees, Clear.","8 mph, Out To LF.",2021
634585,2021-04-07,St. Louis Cardinals,Miami Marlins,loanDepot park,day,7,0,7,2,"74 degrees, Roof Closed.","0 mph, None.",2021
634542,2021-04-08,Arizona Diamondbacks,Colorado Rockies,Coors Field,night,0,8,8,0,"61 degrees, Clear.","9 mph, In From LF.",2021
634544,2021-04-08,Boston Red Sox,Baltimore Orioles,Oriole Park at Camden Yards,day,7,3,10,4,"67 degrees, Sunny.","6 mph, R To L.",2021
634584,2021-04-08,Miami Marlins,New York Mets,Citi Field,day,2,3,5,1,"66 degrees, Sunny.","5 mph, Out To LF.",2021
634564,2021-04-08,Arizona Diamondbacks,Colorado Rockies,Coors Field,day,3,7,10,2,"68 degrees, Sunny.","13 mph, In From LF.",2021
634555,2021-04-08,Chicago Cubs,Pittsburgh Pirates,PNC Park,day,4,2,6,3,"80 degrees, Sunny.","16 mph, In From CF.",2021
634550,2021-04-08,Seattle Mariners,Minnesota Twins,Target Field,day,2,10,12,4,"67 degrees, Rain.","10 mph, L To R.",2021
634546,2021-04-09,Oakland Athletics,Houston Astros,Minute Maid Park,night,2,6,8,3,"82 degrees, Partly Cloudy.","14 mph, Out To LF.",2021
634565,2021-04-08,Kansas City Royals,Chicago White Sox,Guaranteed Rate Field,day,0,6,6,2,"58 degrees, Overcast.","2 mph, In From RF.",2021
634545,2021-04-08,Los Angeles Angels,Toronto Blue Jays,TD Ballpark,night,7,5,12,3,"80 degrees, Clear.","11 mph, In From RF.",2021
634505,2021-04-09,Detroit Tigers,Cleveland Indians,Progressive Field,night,1,4,5,3,"75 degrees, Partly Cloudy.","6 mph, Out To CF.",2021
634533,2021-04-09,Washington Nationals,Los Angeles Dodgers,Dodger Stadium,day,0,1,1,1,"73 degrees, Sunny.","4 mph, Out To LF.",2021
634534,2021-04-09,Philadelphia Phillies,Atlanta Braves,Truist Park,night,1,8,9,3,"71 degrees, Partly Cloudy.","11 mph, L To R.",2021
634499,2021-04-09,New York Yankees,Tampa Bay Rays,Tropicana Field,day,5,10,15,3,"72 degrees, Dome.","0 mph, None.",2021
634494,2021-04-09,Colorado Rockies,San Francisco Giants,Oracle Park,day,1,3,4,0,"57 degrees, Partly Cloudy.","17 mph, Out To CF.",2021
634512,2021-04-09,Los Angeles Angels,Toronto Blue Jays,TD Ballpark,night,7,1,8,2,"80 degrees, Clear.","9 mph, R To L.",2021
634568,2021-04-08,Milwaukee Brewers,St. Louis Cardinals,Busch Stadium,day,1,3,4,1,"54 degrees, Cloudy.","12 mph, Out To LF.",2021
632222,2021-04-10,Milwaukee Brewers,St. Louis Cardinals,Busch Stadium,day,9,5,14,3,"55 degrees, Partly Cloudy.","14 mph, Out To CF.",2021
632217,2021-04-10,New York Yankees,Tampa Bay Rays,Tropicana Field,day,0,4,4,2,"72 degrees, Dome.","0 mph, None.",2021
632205,2021-04-10,Seattle Mariners,Minnesota Twins,Target Field,day,4,3,7,3,"47 degrees, Overcast.","11 mph, L To R.",2021
632202,2021-04-10,Oakland Athletics,Houston Astros,Minute Maid Park,day,7,3,10,3,"73 degrees, Roof Closed.","0 mph, None.",2021
632201,2021-04-10,Miami Marlins,New York Mets,Citi Field,day,3,0,3,1,"59 degrees, Cloudy.","5 mph, Out To LF.",2021
634540,2021-04-10,Cincinnati Reds,Arizona Diamondbacks,Chase Field,night,6,5,11,2,"91 degrees, Clear.","12 mph, Varies.",2021
634478,2021-04-10,San Diego Padres,Texas Rangers,Globe Life Field,night,3,0,3,0,"72 degrees, Roof Closed.","0 mph, None.",2021
632195,2021-04-10,Chicago Cubs,Pittsburgh Pirates,PNC Park,night,2,8,10,1,"75 degrees, Partly Cloudy.","15 mph, L To R.",2021
632218,2021-04-10,Detroit Tigers,Cleveland Indians,Progressive Field,night,3,11,14,7,"79 degrees, Overcast.","18 mph, L To R.",2021
634537,2021-04-10,Oakland Athletics,Houston Astros,Minute Maid Park,night,6,2,8,3,"73 degrees, Roof Closed.","0 mph, None.",2021
632169,2021-04-10,Colorado Rockies,San Francisco Giants,Oracle Park,day,3,4,7,2,"60 degrees, Sunny.","7 mph, Out To CF.",2021
632193,2021-04-10,San Diego Padres,Texas Rangers,Globe Life Field,night,7,4,11,4,"74 degrees, Clear.","14 mph, Varies.",2021
632191,2021-04-11,Washington Nationals,Los Angeles Dodgers,Dodger Stadium,night,5,9,14,3,"70 degrees, Clear.","7 mph, Out To CF.",2021
634491,2021-04-10,Boston Red Sox,Baltimore Orioles,Oriole Park at Camden Yards,night,6,4,10,3,"64 degrees, Overcast.","3 mph, In From RF.",2021
632227,2021-04-10,Los Angeles Angels,Toronto Blue Jays,TD Ballpark,night,1,15,16,1,"70 degrees, Cloudy.","10 mph, Varies.",2021
634524,2021-04-10,Philadelphia Phillies,Atlanta Braves,Truist Park,night,4,5,9,3,"69 degrees, Partly Cloudy.","12 mph, R To L.",2021
632225,2021-04-11,Chicago Cubs,Pittsburgh Pirates,PNC Park,day,1,7,8,2,"66 degrees, Overcast.","11 mph, Out To LF.",2021
632200,2021-04-11,Boston Red Sox,Baltimore Orioles,Oriole Park at Camden Yards,day,14,9,23,8,"73 degrees, Cloudy.","6 mph, Varies.",2021
632215,2021-04-11,Seattle Mariners,Minnesota Twins,Target Field,day,8,6,14,4,"48 degrees, Overcast.","15 mph, L To R.",2021
632170,2021-04-11,Kansas City Royals,Chicago White Sox,Guaranteed Rate Field,day,4,3,7,2,"53 degrees, Sunny.","6 mph, L To R.",2021
634656,2021-04-10,Kansas City Royals,Chicago White Sox,Guaranteed Rate Field,day,6,2,8,2,"66 degrees, Sunny.","10 mph, In From LF.",2021
632192,2021-04-11,Miami Marlins,New York Mets,Citi Field,day,5,6,11,2,"56 degrees, Drizzle.","10 mph, In From RF.",2021
634484,2021-04-11,Cincinnati Reds,Arizona Diamondbacks,Chase Field,night,3,8,11,3,"71 degrees, Roof Closed.","0 mph, None.",2021
632228,2021-04-11,Detroit Tigers,Cleveland Indians,Progressive Field,day,2,5,7,1,"64 degrees, Partly Cloudy.","14 mph, Out To CF.",2021
632232,2021-04-11,New York Yankees,Tampa Bay Rays,Tropicana Field,day,8,4,12,3,"72 degrees, Dome.","0 mph, None.",2021
632204,2021-04-12,Texas Rangers,Tampa Bay Rays,Tropicana Field,night,0,1,1,1,"72 degrees, Dome.","0 mph, None.",2021
632233,2021-04-11,San Diego Padres,Texas Rangers,Globe Life Field,day,2,0,2,2,"72 degrees, Roof Closed.","0 mph, None.",2021
632196,2021-04-11,Milwaukee Brewers,St. Louis Cardinals,Busch Stadium,day,9,3,12,3,"63 degrees, Sunny.","19 mph, Out To RF.",2021
632188,2021-04-11,Colorado Rockies,San Francisco Giants,Oracle Park,day,0,4,4,2,"63 degrees, Partly Cloudy.","12 mph, Out To CF.",2021
632208,2021-04-11,Los Angeles Angels,Toronto Blue Jays,TD Ballpark,day,6,3,9,0,"86 degrees, Sunny.","8 mph, Out To CF.",2021
632203,2021-04-12,New York Yankees,Toronto Blue Jays,TD Ballpark,night,3,1,4,2,"77 degrees, Clear.","6 mph, Out To RF.",2021
632209,2021-04-11,Cincinnati Reds,Arizona Diamondbacks,Chase Field,day,0,7,7,2,"71 degrees, Roof Closed.","0 mph, None.",2021
632197,2021-04-13,Los Angeles Angels,Kansas City Royals,Kauffman Stadium,night,10,3,13,1,"58 degrees, Clear.","8 mph, L To R.",2021
632207,2021-04-11,Philadelphia Phillies,Atlanta Braves,Truist Park,night,7,6,13,6,"73 degrees, Clear.","10 mph, R To L.",2021
632198,2021-04-12,San Diego Padres,Pittsburgh Pirates,PNC Park,night,6,2,8,1,"54 degrees, Cloudy.","7 mph, In From CF.",2021
632220,2021-04-13,Detroit Tigers,Houston Astros,Minute Maid Park,night,6,2,8,5,"77 degrees, Partly Cloudy.","15 mph, Out To LF.",2021
632221,2021-04-12,Chicago Cubs,Milwaukee Brewers,American Family Field,night,3,6,9,1,"72 degrees, Roof Closed.","0 mph, None.",2021
632216,2021-04-13,Cleveland Indians,Chicago White Sox,Guaranteed Rate Field,night,3,4,7,2,"60 degrees, Clear.","16 mph, Out To LF.",2021
632226,2021-04-12,Philadelphia Phillies,New York Mets,Citi Field,night,0,4,4,0,"59 degrees, Clear.","4 mph, Out To CF.",2021
632219,2021-04-12,Miami Marlins,Atlanta Braves,Truist Park,night,5,3,8,1,"79 degrees, Partly Cloudy.","13 mph, R To L.",2021
632231,2021-04-13,Oakland Athletics,Arizona Diamondbacks,Chase Field,night,9,5,14,1,"88 degrees, Clear.","11 mph, Varies.",2021
634648,2021-04-13,Cincinnati Reds,San Francisco Giants,Oracle Park,night,3,0,3,2,"57 degrees, Partly Cloudy.","14 mph, Out To CF.",2021
632230,2021-04-12,Washington Nationals,St. Louis Cardinals,Busch Stadium,night,5,2,7,2,"64 degrees, Partly Cloudy.","10 mph, L To R.",2021
632214,2021-04-11,Washington Nationals,Los Angeles Dodgers,Dodger Stadium,day,0,3,3,1,"69 degrees, Partly Cloudy.","5 mph, Out To CF.",2021
632223,2021-04-12,Boston Red Sox,Minnesota Twins,Target Field,day,7,1,8,1,"47 degrees, Cloudy.","24 mph, Out To RF.",2021
632224,2021-04-12,Seattle Mariners,Baltimore Orioles,Oriole Park at Camden Yards,night,6,7,13,2,"61 degrees, Clear.","3 mph, Out To LF.",2021
632213,2021-04-13,Seattle Mariners,Baltimore Orioles,Oriole Park at Camden Yards,night,4,3,7,3,"61 degrees, Cloudy.","5 mph, Out To CF.",2021
632224,2021-04-13,Seattle Mariners,Baltimore Orioles,Oriole Park at Camden Yards,night,6,7,13,2,"61 degrees, Clear.","3 mph, Out To LF.",2021
634535,2021-04-13,San Diego Padres,Pittsburgh Pirates,PNC Park,night,4,8,12,1,"68 degrees, Partly Cloudy.","6 mph, Out To LF.",2021
632206,2021-04-13,Oakland Athletics,Arizona Diamondbacks,Chase Field,day,7,5,12,4,"72 degrees, Roof Closed.","0 mph, None.",2021
634569,2021-04-13,New York Yankees,Toronto Blue Jays,TD Ballpark,night,3,7,10,2,"79 degrees, Cloudy.","7 mph, Out To LF.",2021
632226,2021-04-13,Philadelphia Phillies,New York Mets,Citi Field,night,0,4,4,0,"59 degrees, Clear.","4 mph, Out To CF.",2021
632190,2021-04-13,Boston Red Sox,Minnesota Twins,Target Field,day,4,2,6,2,"33 degrees, Snow.","8 mph, Out To LF.",2021
632189,2021-04-13,Philadelphia Phillies,New York Mets,Citi Field,night,3,4,7,1,"61 degrees, Clear.","10 mph, In From LF.",2021
634489,2021-04-13,Texas Rangers,Tampa Bay Rays,Tropicana Field,night,8,3,11,1,"72 degrees, Dome.","0 mph, None.",2021
632211,2021-04-13,Miami Marlins,Atlanta Braves,Truist Park,night,14,8,22,5,"82 degrees, Partly Cloudy.","8 mph, R To L.",2021
632194,2021-04-13,Chicago Cubs,Milwaukee Brewers,American Family Field,night,3,2,5,2,"65 degrees, Roof Closed.","0 mph, None.",2021
632210,2021-04-14,Los Angeles Angels,Kansas City Royals,Kauffman Stadium,night,2,3,5,1,"58 degrees, Cloudy.","8 mph, L To R.",2021
632212,2021-04-14,Colorado Rockies,Los Angeles Dodgers,Dodger Stadium,night,0,7,7,4,"59 degrees, Cloudy.","7 mph, Out To LF.",2021
634582,2021-04-14,Cincinnati Reds,San Francisco Giants,Oracle Park,day,0,3,3,0,"61 degrees, Partly Cloudy.","10 mph, Out To CF.",2021
632199,2021-04-14,Cleveland Indians,Chicago White Sox,Guaranteed Rate Field,night,2,0,2,0,"54 degrees, Partly Cloudy.","5 mph, Varies.",2021
634502,2021-04-13,Washington Nationals,St. Louis Cardinals,Busch Stadium,night,3,14,17,3,"63 degrees, Clear.","7 mph, In From LF.",2021
634513,2021-04-14,New York Yankees,Toronto Blue Jays,TD Ballpark,day,4,5,9,5,"81 degrees, Sunny.","9 mph, L To R.",2021
634495,2021-04-14,Los Angeles Angels,Kansas City Royals,Kauffman Stadium,day,1,6,7,2,"54 degrees, Sunny.","9 mph, L To R.",2021
632229,2021-04-14,Detroit Tigers,Houston Astros,Minute Maid Park,night,8,2,10,5,"73 degrees, Roof Closed.","0 mph, None.",2021
634581,2021-04-14,Miami Marlins,Atlanta Braves,Truist Park,night,6,5,11,3,"65 degrees, Overcast.","9 mph, R To L.",2021
634516,2021-04-15,Cleveland Indians,Chicago White Sox,Guaranteed Rate Field,night,0,8,8,1,"45 degrees, Cloudy.","9 mph, Out To RF.",2021
634510,2021-04-14,Cincinnati Reds,San Francisco Giants,Oracle Park,night,6,7,13,5,"54 degrees, Clear.","19 mph, Out To CF.",2021
632223,2021-04-14,Boston Red Sox,Minnesota Twins,Target Field,day,7,1,8,1,"47 degrees, Cloudy.","24 mph, Out To RF.",2021
634553,2021-04-14,Chicago Cubs,Milwaukee Brewers,American Family Field,day,0,7,7,1,"63 degrees, Roof Closed.","0 mph, None.",2021
634523,2021-04-14,San Diego Padres,Pittsburgh Pirates,PNC Park,night,1,5,6,1,"63 degrees, Cloudy.","8 mph, In From CF.",2021
634574,2021-04-14,Boston Red Sox,Minnesota Twins,Target Field,day,3,2,5,0,"38 degrees, Overcast.","9 mph, Out To RF.",2021
634521,2021-04-14,Detroit Tigers,Houston Astros,Minute Maid Park,night,6,4,10,1,"73 degrees, Roof Closed.","0 mph, None.",2021
634541,2021-04-14,Washington Nationals,St. Louis Cardinals,Busch Stadium,day,6,0,6,1,"59 degrees, Sunny.","6 mph, Out To RF.",2021
634472,2021-04-14,Seattle Mariners,Baltimore Orioles,Oriole Park at Camden Yards,night,2,1,3,3,"64 degrees, Partly Cloudy.","16 mph, Varies.",2021
634528,2021-04-14,Philadelphia Phillies,New York Mets,Citi Field,night,1,5,6,2,"62 degrees, Cloudy.","7 mph, Out To CF.",2021
634496,2021-04-14,Texas Rangers,Tampa Bay Rays,Tropicana Field,night,5,1,6,2,"72 degrees, Dome.","0 mph, None.",2021
634621,2021-04-15,San Diego Padres,Pittsburgh Pirates,PNC Park,day,8,3,11,1,"44 degrees, Cloudy.","11 mph, Out To CF.",2021
634571,2021-04-15,Seattle Mariners,Baltimore Orioles,Oriole Park at Camden Yards,day,4,2,6,2,"63 degrees, Cloudy.","9 mph, In From RF.",2021
