game_pk,date,away_team,home_team,venue,day_night,away_runs,home_runs,total_runs,total_hr,weather_raw,wind_raw,season
717025,2023-08-12,New York Yankees,Miami Marlins,loanDepot park,day,1,3,4,1,"72 degrees, Roof Closed.","0 mph, None.",2023
717030,2023-08-12,Oakland Athletics,Washington Nationals,Nationals Park,night,2,3,5,3,"87 degrees, Cloudy.","7 mph, Out To LF.",2023
717033,2023-08-12,Detroit Tigers,Boston Red Sox,Fenway Park,day,6,2,8,5,"80 degrees, Partly Cloudy.","4 mph, R To L.",2023
717020,2023-08-13,San Diego Padres,Arizona Diamondbacks,Chase Field,night,0,3,3,1,"78 degrees, Roof Closed.","0 mph, None.",2023
717022,2023-08-12,Los Angeles Angels,Houston Astros,Minute Maid Park,night,3,11,14,2,"73 degrees, Roof Closed.","0 mph, None.",2023
717019,2023-08-12,St. Louis Cardinals,Kansas City Royals,Kauffman Stadium,night,5,4,9,3,"90 degrees, Partly Cloudy.","5 mph, In From RF.",2023
717014,2023-08-13,Detroit Tigers,Boston Red Sox,Fenway Park,day,3,6,9,3,"82 degrees, Partly Cloudy.","4 mph, Out To CF.",2023
717029,2023-08-13,Texas Rangers,San Francisco Giants,Oracle Park,night,9,3,12,3,"67 degrees, Clear.","16 mph, Out To CF.",2023
717028,2023-08-12,Minnesota Twins,Philadelphia Phillies,Citizens Bank Park,night,8,1,9,4,"84 degrees, Partly Cloudy.","8 mph, Out To RF.",2023
717016,2023-08-13,Oakland Athletics,Washington Nationals,Nationals Park,day,7,8,15,3,"88 degrees, Partly Cloudy.","7 mph, In From LF.",2023
717015,2023-08-13,Cincinnati Reds,Pittsburgh Pirates,PNC Park,day,2,4,6,1,"79 degrees, Partly Cloudy.","9 mph, Out To LF.",2023
717023,2023-08-12,Milwaukee Brewers,Chicago White Sox,Guaranteed Rate Field,night,3,2,5,1,"81 degrees, Clear.","6 mph, L To R.",2023
717017,2023-08-13,Colorado Rockies,Los Angeles Dodgers,Dodger Stadium,night,1,4,5,4,"77 degrees, Clear.","6 mph, L To R.",2023
717009,2023-08-13,Minnesota Twins,Philadelphia Phillies,Citizens Bank Park,day,3,0,3,1,"86 degrees, Partly Cloudy.","13 mph, L To R.",2023
717018,2023-08-13,Baltimore Orioles,Seattle Mariners,T-Mobile Park,night,1,0,1,0,"78 degrees, Clear.","10 mph, L To R.",2023
717027,2023-08-13,Cincinnati Reds,Pittsburgh Pirates,PNC Park,night,6,5,11,4,"82 degrees, Partly Cloudy.","8 mph, R To L.",2023
717027,2023-08-12,Cincinnati Reds,Pittsburgh Pirates,PNC Park,night,6,5,11,4,"82 degrees, Partly Cloudy.","8 mph, R To L.",2023
717006,2023-08-13,Milwaukee Brewers,Chicago White Sox,Guaranteed Rate Field,day,7,3,10,1,"75 degrees, Cloudy.","5 mph, L To R.",2023
717012,2023-08-13,Chicago Cubs,Toronto Blue Jays,Rogers Centre,day,4,11,15,2,"75 degrees, Partly Cloudy.","15 mph, None.",2023
717011,2023-08-13,New York Yankees,Miami Marlins,loanDepot park,day,7,8,15,2,"72 degrees, Roof Closed.","0 mph, None.",2023
717004,2023-08-13,Los Angeles Angels,Houston Astros,Minute Maid Park,day,2,1,3,1,"73 degrees, Roof Closed.","0 mph, None.",2023
717008,2023-08-13,Texas Rangers,San Francisco Giants,Oracle Park,day,2,3,5,2,"72 degrees, Sunny.","7 mph, Varies.",2023
717003,2023-08-13,San Diego Padres,Arizona Diamondbacks,Chase Field,day,4,5,9,2,"78 degrees, Roof Closed.","0 mph, None.",2023
717010,2023-08-13,Cleveland Guardians,Tampa Bay Rays,Tropicana Field,day,9,2,11,2,"72 degrees, Dome.","0 mph, None.",2023
717013,2023-08-13,Atlanta Braves,New York Mets,Citi Field,night,6,7,13,2,"85 degrees, Partly Cloudy.","9 mph, Out To RF.",2023
717005,2023-08-13,Baltimore Orioles,Seattle Mariners,T-Mobile Park,day,5,3,8,2,"82 degrees, Sunny.","11 mph, L To R.",2023
717007,2023-08-13,Colorado Rockies,Los Angeles Dodgers,Dodger Stadium,day,3,8,11,2,"83 degrees, Sunny.","6 mph, L To R.",2023
717000,2023-08-14,Houston Astros,Miami Marlins,loanDepot park,night,1,5,6,3,"72 degrees, Roof Closed.","0 mph, None.",2023
717001,2023-08-14,New York Yankees,Atlanta Braves,Truist Park,night,3,11,14,2,"91 degrees, Partly Cloudy.","6 mph, R To L.",2023
716995,2023-08-14,Oakland Athletics,St. Louis Cardinals,Busch Stadium,night,5,7,12,2,"79 degrees, Cloudy.","13 mph, Out To RF.",2023
716997,2023-08-15,Los Angeles Angels,Texas Rangers,Globe Life Field,night,0,12,12,2,"74 degrees, Roof Closed.","0 mph, None.",2023
717002,2023-08-14,Pittsburgh Pirates,New York Mets,Citi Field,night,2,7,9,3,"81 degrees, Cloudy.","9 mph, Out To LF.",2023
716992,2023-08-15,Cleveland Guardians,Cincinnati Reds,Great American Ball Park,night,3,0,3,0,"72 degrees, Partly Cloudy.","12 mph, Varies.",2023
716996,2023-08-15,Baltimore Orioles,San Diego Padres,Petco Park,night,4,1,5,2,"69 degrees, Partly Cloudy.","8 mph, L To R.",2023
716999,2023-08-15,Tampa Bay Rays,San Francisco Giants,Oracle Park,night,10,2,12,1,"68 degrees, Partly Cloudy.","14 mph, Varies.",2023
716994,2023-08-15,Seattle Mariners,Kansas City Royals,Kauffman Stadium,night,6,7,13,2,"76 degrees, Clear.","15 mph, L To R.",2023
716998,2023-08-15,Arizona Diamondbacks,Colorado Rockies,Coors Field,night,4,6,10,3,"79 degrees, Clear.","5 mph, In From CF.",2023
716987,2023-08-15,New York Yankees,Atlanta Braves,Truist Park,night,0,5,5,2,"80 degrees, Overcast.","5 mph, R To L.",2023
716993,2023-08-15,Boston Red Sox,Washington Nationals,Nationals Park,night,5,4,9,1,"81 degrees, Partly Cloudy.","0 mph, Calm.",2023
716988,2023-08-15,Pittsburgh Pirates,New York Mets,Citi Field,night,7,4,11,4,"78 degrees, Partly Cloudy.","6 mph, R To L.",2023
716991,2023-08-15,Houston Astros,Miami Marlins,loanDepot park,night,6,5,11,4,"72 degrees, Roof Closed.","0 mph, None.",2023
716984,2023-08-15,Oakland Athletics,St. Louis Cardinals,Busch Stadium,night,2,6,8,4,"74 degrees, Cloudy.","8 mph, Out To RF.",2023
716990,2023-08-15,Philadelphia Phillies,Toronto Blue Jays,Rogers Centre,night,1,2,3,0,"68 degrees, Roof Closed.","0 mph, None.",2023
716985,2023-08-16,Los Angeles Angels,Texas Rangers,Globe Life Field,night,3,7,10,3,"74 degrees, Roof Closed.","0 mph, None.",2023
716981,2023-08-16,Seattle Mariners,Kansas City Royals,Kauffman Stadium,night,10,8,18,5,"76 degrees, Partly Cloudy.","4 mph, Varies.",2023
716983,2023-08-15,Detroit Tigers,Minnesota Twins,Target Field,night,3,5,8,3,"78 degrees, Partly Cloudy.","10 mph, Out To CF.",2023
716989,2023-08-16,Tampa Bay Rays,San Francisco Giants,Oracle Park,night,0,7,7,2,"67 degrees, Partly Cloudy.","14 mph, Out To CF.",2023
716979,2023-08-16,Milwaukee Brewers,Los Angeles Dodgers,Dodger Stadium,night,2,6,8,1,"77 degrees, Clear.","4 mph, Out To LF.",2023
716974,2023-08-16,Pittsburgh Pirates,New York Mets,Citi Field,day,3,8,11,4,"78 degrees, Partly Cloudy.","3 mph, R To L.",2023
716978,2023-08-16,Arizona Diamondbacks,Colorado Rockies,Coors Field,night,8,5,13,2,"90 degrees, Clear.","2 mph, Out To LF.",2023
716976,2023-08-16,Detroit Tigers,Minnesota Twins,Target Field,day,8,7,15,6,"81 degrees, Sunny.","15 mph, R To L.",2023
716980,2023-08-16,Baltimore Orioles,San Diego Padres,Petco Park,night,3,10,13,2,"73 degrees, Partly Cloudy.","9 mph, L To R.",2023
716986,2023-08-16,Chicago White Sox,Chicago Cubs,Wrigley Field,night,5,3,8,3,"71 degrees, Clear.","3 mph, In From LF.",2023
716977,2023-08-16,Arizona Diamondbacks,Colorado Rockies,Coors Field,day,9,7,16,4,"95 degrees, Partly Cloudy.","5 mph, In From CF.",2023
716973,2023-08-16,Cleveland Guardians,Cincinnati Reds,Great American Ball Park,night,2,7,9,3,"79 degrees, Overcast.","5 mph, In From LF.",2023
716970,2023-08-16,New York Yankees,Atlanta Braves,Truist Park,night,0,2,2,1,"82 degrees, Partly Cloudy.","7 mph, Out To LF.",2023
716972,2023-08-16,Houston Astros,Miami Marlins,loanDepot park,night,12,5,17,3,"72 degrees, Roof Closed.","0 mph, None.",2023
716975,2023-08-16,Tampa Bay Rays,San Francisco Giants,Oracle Park,day,6,1,7,3,"71 degrees, Partly Cloudy.","8 mph, Out To CF.",2023
716969,2023-08-16,Oakland Athletics,St. Louis Cardinals,Busch Stadium,night,8,0,8,1,"83 degrees, Clear.","6 mph, Out To LF.",2023
716982,2023-08-16,Boston Red Sox,Washington Nationals,Nationals Park,night,2,6,8,5,"83 degrees, Cloudy.","3 mph, In From CF.",2023
716963,2023-08-17,Seattle Mariners,Kansas City Royals,Kauffman Stadium,night,6,5,11,2,"82 degrees, Clear.","14 mph, R To L.",2023
716967,2023-08-16,Philadelphia Phillies,Toronto Blue Jays,Rogers Centre,night,9,4,13,4,"79 degrees, Partly Cloudy.","9 mph, Out To CF.",2023
716968,2023-08-17,Chicago White Sox,Chicago Cubs,Wrigley Field,night,3,4,7,3,"75 degrees, Clear.","5 mph, Out To RF.",2023
716965,2023-08-17,Baltimore Orioles,San Diego Padres,Petco Park,night,2,5,7,2,"76 degrees, Clear.","10 mph, L To R.",2023
716971,2023-08-17,Los Angeles Angels,Texas Rangers,Globe Life Field,night,2,0,2,2,"74 degrees, Roof Closed.","0 mph, None.",2023
716962,2023-08-17,Milwaukee Brewers,Los Angeles Dodgers,Dodger Stadium,night,1,7,8,3,"78 degrees, Clear.","7 mph, L To R.",2023
716958,2023-08-17,New York Mets,St. Louis Cardinals,Busch Stadium,night,4,2,6,3,"84 degrees, Partly Cloudy.","12 mph, Out To RF.",2023
716959,2023-08-17,Detroit Tigers,Cleveland Guardians,Progressive Field,night,1,4,5,0,"71 degrees, Partly Cloudy.","13 mph, L To R.",2023
716966,2023-08-17,Boston Red Sox,Washington Nationals,Nationals Park,day,7,10,17,3,"90 degrees, Partly Cloudy.","4 mph, Out To LF.",2023
716957,2023-08-18,Arizona Diamondbacks,San Diego Padres,Petco Park,night,3,1,4,2,"71 degrees, Clear.","10 mph, L To R.",2023
716964,2023-08-17,Seattle Mariners,Kansas City Royals,Kauffman Stadium,day,6,4,10,3,"82 degrees, Sunny.","10 mph, L To R.",2023
716956,2023-08-18,Detroit Tigers,Cleveland Guardians,Progressive Field,night,4,2,6,2,"72 degrees, Partly Cloudy.","19 mph, L To R.",2023
716959,2023-08-18,Detroit Tigers,Cleveland Guardians,Progressive Field,night,1,4,5,0,"71 degrees, Partly Cloudy.","13 mph, L To R.",2023
716951,2023-08-19,Pittsburgh Pirates,Minnesota Twins,Target Field,night,1,5,6,1,"78 degrees, Clear.","11 mph, R To L.",2023
716955,2023-08-18,Kansas City Royals,Chicago Cubs,Wrigley Field,day,4,3,7,1,"73 degrees, Sunny.","5 mph, R To L.",2023
716961,2023-08-18,Milwaukee Brewers,Los Angeles Dodgers,Dodger Stadium,night,0,1,1,1,"74 degrees, Clear.","7 mph, L To R.",2023
716949,2023-08-18,San Francisco Giants,Atlanta Braves,Truist Park,night,0,4,4,0,"83 degrees, Partly Cloudy.","8 mph, Out To CF.",2023
716954,2023-08-18,Toronto Blue Jays,Cincinnati Reds,Great American Ball Park,night,0,1,1,1,"77 degrees, Partly Cloudy.","6 mph, Out To CF.",2023
716950,2023-08-19,Milwaukee Brewers,Texas Rangers,Globe Life Field,night,9,8,17,3,"74 degrees, Roof Closed.","0 mph, None.",2023
716942,2023-08-19,Arizona Diamondbacks,San Diego Padres,Petco Park,night,0,4,4,1,"72 degrees, Clear.","7 mph, L To R.",2023
716948,2023-08-19,Seattle Mariners,Houston Astros,Minute Maid Park,night,2,0,2,2,"73 degrees, Roof Closed.","0 mph, None.",2023
716953,2023-08-18,Boston Red Sox,New York Yankees,Yankee Stadium,night,8,3,11,2,"78 degrees, Partly Cloudy.","15 mph, Out To RF.",2023
716960,2023-08-18,Philadelphia Phillies,Washington Nationals,Nationals Park,night,7,8,15,3,"84 degrees, Clear.","9 mph, In From LF.",2023
716952,2023-08-19,New York Mets,St. Louis Cardinals,Busch Stadium,night,7,1,8,2,"79 degrees, Clear.","4 mph, Out To LF.",2023
716945,2023-08-19,Tampa Bay Rays,Los Angeles Angels,Angel Stadium,night,9,6,15,1,"81 degrees, Clear.","7 mph, R To L.",2023
716947,2023-08-19,Chicago White Sox,Colorado Rockies,Coors Field,night,1,14,15,4,"84 degrees, Overcast.","2 mph, L To R.",2023
716944,2023-08-19,Baltimore Orioles,Oakland Athletics,Oakland Coliseum,night,9,4,13,1,"68 degrees, Partly Cloudy.","12 mph, Out To RF.",2023
716943,2023-08-19,Boston Red Sox,New York Yankees,Yankee Stadium,day,8,1,9,4,"73 degrees, Partly Cloudy.","11 mph, Varies.",2023
716919,2023-08-19,Arizona Diamondbacks,San Diego Padres,Petco Park,day,6,4,10,4,"71 degrees, Overcast.","7 mph, L To R.",2023
716941,2023-08-19,Philadelphia Phillies,Washington Nationals,Nationals Park,day,12,3,15,5,"80 degrees, Sunny.","5 mph, R To L.",2023
716926,2023-08-20,Miami Marlins,Los Angeles Dodgers,Dodger Stadium,night,1,3,4,3,"77 degrees, Cloudy.","7 mph, L To R.",2023
716925,2023-08-20,Tampa Bay Rays,Los Angeles Angels,Angel Stadium,night,18,4,22,5,"76 degrees, Cloudy.","8 mph, Out To CF.",2023
716946,2023-08-19,Miami Marlins,Los Angeles Dodgers,Dodger Stadium,night,11,3,14,8,"76 degrees, Clear.","6 mph, L To R.",2023
716937,2023-08-19,Kansas City Royals,Chicago Cubs,Wrigley Field,day,4,6,10,2,"80 degrees, Partly Cloudy.","13 mph, Out To LF.",2023
716938,2023-08-19,Milwaukee Brewers,Texas Rangers,Globe Life Field,day,6,1,7,2,"74 degrees, Roof Closed.","0 mph, None.",2023
716935,2023-08-19,Toronto Blue Jays,Cincinnati Reds,Great American Ball Park,night,4,3,7,2,"83 degrees, Clear.","6 mph, Varies.",2023
716909,2023-08-19,Miami Marlins,Los Angeles Dodgers,Dodger Stadium,day,1,3,4,0,"79 degrees, Partly Cloudy.","4 mph, L To R.",2023
716915,2023-08-19,Tampa Bay Rays,Los Angeles Angels,Angel Stadium,day,6,7,13,4,"78 degrees, Cloudy.","14 mph, Out To CF.",2023
716932,2023-08-19,Seattle Mariners,Houston Astros,Minute Maid Park,night,10,3,13,6,"73 degrees, Roof Closed.","0 mph, None.",2023
716936,2023-08-19,Pittsburgh Pirates,Minnesota Twins,Target Field,night,7,4,11,1,"90 degrees, Clear.","8 mph, Out To CF.",2023
716940,2023-08-19,New York Mets,St. Louis Cardinals,Busch Stadium,night,13,2,15,4,"87 degrees, Clear.","11 mph, R To L.",2023
716920,2023-08-20,Seattle Mariners,Houston Astros,Minute Maid Park,day,7,6,13,1,"73 degrees, Roof Closed.","0 mph, None.",2023
716931,2023-08-20,Arizona Diamondbacks,San Diego Padres,Petco Park,night,8,1,9,2,"72 degrees, Overcast.","7 mph, L To R.",2023
716927,2023-08-20,San Francisco Giants,Atlanta Braves,Truist Park,day,4,3,7,3,"89 degrees, Sunny.","8 mph, Out To RF.",2023
716923,2023-08-20,Pittsburgh Pirates,Minnesota Twins,Target Field,day,0,2,2,0,"76 degrees, Overcast.","8 mph, L To R.",2023
716934,2023-08-19,San Francisco Giants,Atlanta Braves,Truist Park,night,5,6,11,3,"87 degrees, Clear.","5 mph, L To R.",2023
716924,2023-08-20,Toronto Blue Jays,Cincinnati Reds,Great American Ball Park,day,10,3,13,6,"89 degrees, Sunny.","6 mph, In From RF.",2023
716918,2023-08-20,Milwaukee Brewers,Texas Rangers,Globe Life Field,day,6,2,8,1,"74 degrees, Roof Closed.","0 mph, None.",2023
716922,2023-08-20,Detroit Tigers,Cleveland Guardians,Progressive Field,day,4,1,5,2,"83 degrees, Sunny.","8 mph, L To R.",2023
716930,2023-08-20,Baltimore Orioles,Oakland Athletics,Oakland Coliseum,night,7,2,9,4,"70 degrees, Partly Cloudy.","15 mph, Out To RF.",2023
716921,2023-08-20,New York Mets,St. Louis Cardinals,Busch Stadium,day,3,7,10,2,"95 degrees, Partly Cloudy.","5 mph, Out To LF.",2023
716928,2023-08-20,Boston Red Sox,New York Yankees,Yankee Stadium,day,6,5,11,5,"82 degrees, Sunny.","9 mph, Out To LF.",2023
716916,2023-08-20,Chicago White Sox,Colorado Rockies,Coors Field,day,10,5,15,3,"86 degrees, Partly Cloudy.","8 mph, Out To CF.",2023
716933,2023-08-20,Chicago White Sox,Colorado Rockies,Coors Field,night,5,11,16,2,"91 degrees, Overcast.","5 mph, Out To LF.",2023
716939,2023-08-19,Detroit Tigers,Cleveland Guardians,Progressive Field,night,4,3,7,3,"74 degrees, Clear.","1 mph, In From RF.",2023
716917,2023-08-20,Kansas City Royals,Chicago Cubs,Wrigley Field,day,3,4,7,2,"85 degrees, Sunny.","7 mph, In From RF.",2023
716914,2023-08-20,Baltimore Orioles,Oakland Athletics,Oakland Coliseum,day,12,1,13,4,"78 degrees, Partly Cloudy.","7 mph, Out To RF.",2023
716929,2023-08-20,Philadelphia Phillies,Washington Nationals,Muncy Bank Ballpark,night,3,4,7,1,"79 degrees, Clear.","4 mph, Out To LF.",2023
716911,2023-08-21,San Francisco Giants,Philadelphia Phillies,Citizens Bank Park,night,4,10,14,6,"88 degrees, Partly Cloudy.","9 mph, In From CF.",2023
716913,2023-08-21,Chicago Cubs,Detroit Tigers,Comerica Park,night,7,6,13,3,"78 degrees, Cloudy.","10 mph, In From LF.",2023
716906,2023-08-22,Texas Rangers,Arizona Diamondbacks,Chase Field,night,3,4,7,2,"77 degrees, Roof Closed.","0 mph, None.",2023
716904,2023-08-22,Kansas City Royals,Oakland Athletics,Oakland Coliseum,night,4,6,10,5,"72 degrees, Cloudy.","8 mph, Out To RF.",2023
716912,2023-08-21,St. Louis Cardinals,Pittsburgh Pirates,PNC Park,night,1,11,12,2,"86 degrees, Partly Cloudy.","7 mph, Calm.",2023
716910,2023-08-21,New York Mets,Atlanta Braves,Truist Park,night,10,4,14,5,"92 degrees, Partly Cloudy.","6 mph, Out To CF.",2023
716905,2023-08-22,Seattle Mariners,Chicago White Sox,Guaranteed Rate Field,night,14,2,16,4,"73 degrees, Partly Cloudy.","4 mph, L To R.",2023
716898,2023-08-22,Colorado Rockies,Tampa Bay Rays,Tropicana Field,night,4,12,16,2,"72 degrees, Dome.","0 mph, None.",2023
716908,2023-08-22,Boston Red Sox,Houston Astros,Minute Maid Park,night,4,9,13,4,"73 degrees, Roof Closed.","0 mph, None.",2023
716903,2023-08-22,Cincinnati Reds,Los Angeles Angels,Angel Stadium,night,7,3,10,2,"76 degrees, Clear.","7 mph, Out To CF.",2023
716907,2023-08-22,Miami Marlins,San Diego Padres,Petco Park,night,2,6,8,3,"72 degrees, Overcast.","6 mph, L To R.",2023
716896,2023-08-22,Chicago Cubs,Detroit Tigers,Comerica Park,night,6,8,14,4,"73 degrees, Clear.","6 mph, L To R.",2023
716892,2023-08-23,Cincinnati Reds,Los Angeles Angels,Angel Stadium,night,4,3,7,4,"81 degrees, Clear.","9 mph, R To L.",2023
716899,2023-08-22,San Francisco Giants,Philadelphia Phillies,Citizens Bank Park,night,3,4,7,1,"79 degrees, Clear.","11 mph, In From CF.",2023
716901,2023-08-22,St. Louis Cardinals,Pittsburgh Pirates,PNC Park,night,3,6,9,2,"76 degrees, Partly Cloudy.","7 mph, In From LF.",2023
716902,2023-08-22,Toronto Blue Jays,Baltimore Orioles,Oriole Park at Camden Yards,night,6,3,9,2,"81 degrees, Partly Cloudy.","9 mph, In From LF.",2023
716897,2023-08-22,Los Angeles Dodgers,Cleveland Guardians,Progressive Field,night,3,8,11,3,"72 degrees, Clear.","17 mph, R To L.",2023
716891,2023-08-22,New York Mets,Atlanta Braves,Truist Park,night,2,3,5,3,"92 degrees, Partly Cloudy.","6 mph, Out To CF.",2023
716903,2023-08-24,Cincinnati Reds,Los Angeles Angels,Angel Stadium,night,7,3,10,2,"76 degrees, Clear.","7 mph, Out To CF.",2023
716894,2023-08-23,Minnesota Twins,Milwaukee Brewers,American Family Field,night,3,7,10,2,"76 degrees, Clear.","10 mph, In From RF.",2023
716885,2023-08-23,Chicago Cubs,Detroit Tigers,Comerica Park,day,6,4,10,1,"69 degrees, Cloudy.","8 mph, R To L.",2023
716888,2023-08-23,Kansas City Royals,Oakland Athletics,Oakland Coliseum,night,4,5,9,1,"72 degrees, Clear.","11 mph, Out To RF.",2023
716895,2023-08-23,Boston Red Sox,Houston Astros,Minute Maid Park,night,3,7,10,2,"73 degrees, Roof Closed.","0 mph, None.",2023
716893,2023-08-23,Seattle Mariners,Chicago White Sox,Guaranteed Rate Field,night,6,3,9,2,"82 degrees, Clear.","9 mph, In From CF.",2023
716900,2023-08-22,Washington Nationals,New York Yankees,Yankee Stadium,night,2,1,3,3,"77 degrees, Partly Cloudy.","7 mph, Out To RF.",2023
716886,2023-08-23,St. Louis Cardinals,Pittsburgh Pirates,PNC Park,day,6,4,10,1,"76 degrees, Cloudy.","6 mph, Out To RF.",2023
716881,2023-08-23,Seattle Mariners,Chicago White Sox,Guaranteed Rate Field,day,4,5,9,1,"95 degrees, Sunny.","16 mph, R To L.",2023
716889,2023-08-23,Texas Rangers,Arizona Diamondbacks,Chase Field,night,3,6,9,1,"76 degrees, Roof Closed.","0 mph, None.",2023
716887,2023-08-23,Miami Marlins,San Diego Padres,Petco Park,night,3,0,3,1,"73 degrees, Clear.","9 mph, L To R.",2023
716879,2023-08-23,San Francisco Giants,Philadelphia Phillies,Citizens Bank Park,day,8,6,14,5,"82 degrees, Partly Cloudy.","4 mph, Out To RF.",2023
716877,2023-08-23,Washington Nationals,New York Yankees,Yankee Stadium,night,1,9,10,5,"73 degrees, Clear.","9 mph, In From RF.",2023
716876,2023-08-23,New York Mets,Atlanta Braves,Truist Park,night,0,7,7,1,"91 degrees, Partly Cloudy.","4 mph, L To R.",2023
716878,2023-08-24,Boston Red Sox,Houston Astros,Minute Maid Park,night,7,5,12,2,"73 degrees, Roof Closed.","0 mph, None.",2023
716875,2023-08-23,Los Angeles Dodgers,Cleveland Guardians,Progressive Field,night,6,1,7,1,"72 degrees, Overcast.","5 mph, Out To CF.",2023
716883,2023-08-23,Miami Marlins,San Diego Padres,Petco Park,day,0,4,4,1,"74 degrees, Sunny.","9 mph, L To R.",2023
716874,2023-08-23,Toronto Blue Jays,Baltimore Orioles,Oriole Park at Camden Yards,night,0,7,7,2,"79 degrees, Cloudy.","6 mph, R To L.",2023
716890,2023-08-23,Cincinnati Reds,Los Angeles Angels,Angel Stadium,day,9,4,13,2,"85 degrees, Sunny.","8 mph, Out To CF.",2023
716884,2023-08-23,Kansas City Royals,Oakland Athletics,Oakland Coliseum,day,4,0,4,2,"82 degrees, Sunny.","8 mph, Out To RF.",2023
716880,2023-08-23,Colorado Rockies,Tampa Bay Rays,Tropicana Field,night,5,6,11,3,"72 degrees, Dome.","0 mph, None.",2023
716882,2023-08-23,Minnesota Twins,Milwaukee Brewers,American Family Field,day,7,8,15,6,"97 degrees, Sunny.","14 mph, In From RF.",2023
716875,2023-08-24,Los Angeles Dodgers,Cleveland Guardians,Progressive Field,day,6,1,7,1,"72 degrees, Overcast.","5 mph, Out To CF.",2023
716872,2023-08-24,Washington Nationals,New York Yankees,Yankee Stadium,day,6,5,11,5,"74 degrees, Cloudy.","9 mph, R To L.",2023
716871,2023-08-24,Los Angeles Dodgers,Cleveland Guardians,Progressive Field,day,9,3,12,3,"78 degrees, Partly Cloudy.","7 mph, Out To RF.",2023
716873,2023-08-24,Boston Red Sox,Houston Astros,Minute Maid Park,day,17,1,18,3,"73 degrees, Roof Closed.","0 mph, None.",2023
716870,2023-08-24,Chicago Cubs,Pittsburgh Pirates,PNC Park,night,5,4,9,1,"84 degrees, Cloudy.","5 mph, Varies.",2023
716869,2023-08-24,Colorado Rockies,Tampa Bay Rays,Tropicana Field,day,3,5,8,4,"72 degrees, Dome.","0 mph, None.",2023
716867,2023-08-24,Texas Rangers,Minnesota Twins,Target Field,night,5,7,12,8,"84 degrees, Partly Cloudy.","10 mph, In From LF.",2023
716864,2023-08-25,Oakland Athletics,Chicago White Sox,Guaranteed Rate Field,night,8,5,13,8,"91 degrees, Clear.","13 mph, Out To LF.",2023
716854,2023-08-25,New York Yankees,Tampa Bay Rays,Tropicana Field,night,6,2,8,3,"72 degrees, Dome.","0 mph, None.",2023
716858,2023-08-25,Houston Astros,Detroit Tigers,Comerica Park,night,1,4,5,1,"76 degrees, Cloudy.","6 mph, Out To CF.",2023
716865,2023-08-24,Toronto Blue Jays,Baltimore Orioles,Oriole Park at Camden Yards,night,3,5,8,3,"79 degrees, Cloudy.","8 mph, Out To LF.",2023
716862,2023-08-25,Chicago Cubs,Pittsburgh Pirates,PNC Park,night,1,2,3,1,"80 degrees, Partly Cloudy.","9 mph, Out To LF.",2023
716868,2023-08-25,Cincinnati Reds,Arizona Diamondbacks,Chase Field,night,2,3,5,2,"77 degrees, Roof Closed.","0 mph, None.",2023
716863,2023-08-25,Washington Nationals,Miami Marlins,loanDepot park,night,7,4,11,1,"72 degrees, Roof Closed.","0 mph, None.",2023
716860,2023-08-25,Cleveland Guardians,Toronto Blue Jays,Rogers Centre,night,5,2,7,5,"77 degrees, Cloudy.","9 mph, In From CF.",2023
716852,2023-08-26,Atlanta Braves,San Francisco Giants,Oracle Park,night,5,1,6,1,"64 degrees, Clear.","16 mph, Varies.",2023
716856,2023-08-25,Oakland Athletics,Chicago White Sox,Guaranteed Rate Field,night,12,4,16,4,"77 degrees, Partly Cloudy.","3 mph, In From LF.",2023
716859,2023-08-25,Colorado Rockies,Baltimore Orioles,Oriole Park at Camden Yards,night,4,5,9,4,"85 degrees, Partly Cloudy.","6 mph, Out To LF.",2023
716853,2023-08-26,Kansas City Royals,Seattle Mariners,T-Mobile Park,night,5,7,12,2,"74 degrees, Clear.","10 mph, In From LF.",2023
716851,2023-08-26,Cincinnati Reds,Arizona Diamondbacks,Chase Field,night,8,10,18,3,"78 degrees, Roof Closed.","0 mph, None.",2023
716850,2023-08-26,Texas Rangers,Minnesota Twins,Target Field,night,2,12,14,4,"84 degrees, Partly Cloudy.","11 mph, Out To RF.",2023
716855,2023-08-25,Los Angeles Angels,New York Mets,Citi Field,night,3,1,4,1,"76 degrees, Partly Cloudy.","6 mph, Out To LF.",2023
716866,2023-08-25,Los Angeles Dodgers,Boston Red Sox,Fenway Park,night,7,4,11,2,"70 degrees, Cloudy.","13 mph, Out To LF.",2023
716846,2023-08-26,Cleveland Guardians,Toronto Blue Jays,Rogers Centre,day,3,8,11,3,"68 degrees, Roof Closed.","0 mph, None.",2023
716861,2023-08-25,St. Louis Cardinals,Philadelphia Phillies,Citizens Bank Park,night,2,7,9,3,"85 degrees, Partly Cloudy.","4 mph, L To R.",2023
716843,2023-08-26,Houston Astros,Detroit Tigers,Comerica Park,night,9,2,11,1,"75 degrees, Clear.","10 mph, L To R.",2023
716857,2023-08-26,San Diego Padres,Milwaukee Brewers,American Family Field,night,3,7,10,3,"75 degrees, Partly Cloudy.","2 mph, L To R.",2023
716848,2023-08-26,Atlanta Braves,San Francisco Giants,Oracle Park,day,7,3,10,3,"64 degrees, Partly Cloudy.","8 mph, Out To CF.",2023
716845,2023-08-26,New York Yankees,Tampa Bay Rays,Tropicana Field,day,0,3,3,0,"72 degrees, Dome.","0 mph, None.",2023
